date,stock_ret
2023-05-30,29.37868850105041
2023-05-31,29.402923716661384
2023-06-01,28.929029344472447
2023-06-02,29.163799997684936
2023-06-05,29.232644370837836
2023-06-06,28.937234703050162
2023-06-07,28.854095278828716
2023-06-08,28.949703956877823
2023-06-09,29.332528528013942
2023-06-12,29.545491812982913
2023-06-13,29.82109917043018
2023-06-14,29.628530662529215
2023-06-15,30.038910536959254
2023-06-16,30.420943796335223
2023-06-19,31.34096140380809
2023-06-20,31.770078964981487
2023-06-21,31.156255070120206
2023-06-26,30.712310210726987
2023-06-27,31.19989989750415
2023-06-28,31.079961621839608
2023-06-29,31.23670737529932
2023-06-30,31.270828035326254
2023-07-03,31.540042400383488
2023-07-04,31.505208123792357
2023-07-05,31.625147860201327
2023-07-06,31.79461481982238
2023-07-07,31.872084725130403
2023-07-10,31.701919393001777
2023-07-11,32.06050335328439
2023-07-12,32.31898108903511
2023-07-13,32.36892934058226
2023-07-14,32.08598798679607
2023-07-17,32.04966213444405
2023-07-18,32.26116806049303
2023-07-19,32.26294043772151
2023-07-20,32.06709517424968
2023-07-21,32.09628497910333
2023-07-24,31.798342413988426
2023-07-25,33.21995272793465
2023-07-26,33.42286065555008
2023-07-27,33.25029591994495
2023-07-28,34.79783704641459
2023-07-31,35.39264796860568
2023-08-01,35.31294687124101
2023-08-02,35.32683451479533
2023-08-03,36.15796015577104
2023-08-04,36.341889825176075
2023-08-07,36.31060167763232
2023-08-08,36.40545488216746
2023-08-09,36.24054882045901
2023-08-10,37.06811609584399
2023-08-11,35.72780599469932
2023-08-14,35.707398461755524
2023-08-15,36.268336421421914
2023-08-16,36.01489494133719
2023-08-17,36.14600191774272
2023-08-18,35.78067537491704
2023-08-21,35.49943110002188
2023-08-22,35.863602487443586
2023-08-23,35.78109254306037
2023-08-24,35.601121504206915
2023-08-25,35.64030204555603
2023-08-28,35.62910903169051
2023-08-29,35.551156543142866
2023-08-30,35.36989218667319
2023-08-31,35.56668974646706
2023-09-01,35.84494101398157
2023-09-04,36.45662181301286
2023-09-05,36.49525760161348
2023-09-06,36.513291512850685
2023-09-07,36.4893901358148
2023-09-08,36.22147603284717
2023-09-11,36.930288808748905
2023-09-12,36.78285637606931
2023-09-13,36.92825888511238
2023-09-14,37.69416382380253
2023-09-15,37.507371464547724
2023-09-18,37.51005411380075
2023-09-19,37.73952477326389
2023-09-20,37.70900357722148
2023-09-21,37.57423597835958
2023-09-22,37.73525745768388
2023-09-25,37.794106502665535
2023-09-26,37.72554820841493
2023-09-27,37.45534789423445
2023-09-28,37.7440395919859
2023-10-09,37.71850366545193
2023-10-10,37.531757147287486
2023-10-11,37.480819726883716
2023-10-12,37.866726606538755
2023-10-13,38.19188360595778
